,star,ra,dec,comment,ra_deg,dec_deg,MAIN_ID,RA_2_A_ICRS_J2017_5_2000,DEC_2_D_ICRS_2017_5_2000,Distance_distance,Distance_Q,Distance_unit,Distance_merr,Distance_perr,Distance_method,Distance_bibcode,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,FLUX_I,FLUX_H,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,S_Type
400,HIP74959 ,15:19:05.4 ,-36:21:44.0 ,H-coron (~1 hr); H-coron-pol,229.7725,-36.3622222222222,b'HD 135953',15 19 05.3852,-36 21 44.203,130.4751,,pc,-1.0487,1.0487,paral,2018yCat.1345....0G,,,,,,,,,8.222999572753906,0,,,,b'',,,F5V
400,HIP74959 ,15:19:05.4 ,-36:21:44.0 ,H-coron (~1 hr); H-coron-pol,229.7725,-36.3622222222222,b'HD 135953',15 19 05.3852,-36 21 44.203,130.4751,,pc,-1.0487,1.0487,paral,2018yCat.1345....0G,,,,,,,,,8.222999572753906,0,,,,b'',,,F5V
401,HIP75077 ,15:20:31.4 ,-28:17:13.3 ,H-coron (~1 hr); H-coron-pol,230.13083333333302,-28.2870277777778,b'HD 136246',15 20 31.3854,-28 17 13.583,114.1826,,pc,-0.9035,0.9035,paral,2018yCat.1345....0G,,,,,,,,,7.034999847412109,0,,,,b'',,,A1V
402,HIP75210 ,15:22:11.3 ,-37:38:08.0 ,H-coron (~1 hr); H-coron-pol,230.547083333333,-37.6355555555556,b'HD 136482',15 22 11.2265,-37 38 08.243,148.2734,,pc,-2.4162,2.4162,paral,2018yCat.1345....0G,,,,,,,,,6.830999851226807,0,,,,b'',,,B8/9V
403,HIP 75379 ,15:24:11.9 ,-10:19:20.2 ,H-coron (~1 hr),231.049583333333,-10.322277777777801,b'* eps Lib',15 24 11.8056,-10 19 20.142,31.1038,,pc,-0.5243,0.5243,paral,2018yCat.1345....0G,,,,,,,,,4.014999866485596,6647,4.130000114440918,0.09000000357627869,,b'SUN',,2005PASJ...57...27T,F4V
404,HIP75480 ,15:25:09.4 ,-26:34:30.7 ,H-coron (~1 hr),231.28916666666697,-26.5751944444444,b'HD 137130',15 25 09.3655,-26 34 30.988,107.5593,,pc,-0.6143,0.6143,paral,2018yCat.1345....0G,,,,,,,,,7.433000087738037,0,,,,b'',,,F0V
405,HIP75915 ,15:30:21.3 ,-41:55:08.3 ,H-coron (~1 hr),232.58875,-41.9189722222222,b'HD 137919',15 30 21.2593,-41 55 08.495,,,,,,,,,,,,,,,,,0,,,,b'',,,B9.5V
406,HIP 76028 ,15:31:42.6 ,-20:09:51.8 ,H-coron (~1 hr),232.9275,-20.164388888888897,b'BD-19  4128B',15 31 42.5403,-20 09 51.804,88.0855,,pc,-0.4787,0.4787,paral,2018yCat.1345....0G,,,,,,,,,7.665999889373779,0,,,,b'',,,F0
407,HIP 76063 ,15:32:04.2 ,-38:37:21.2 ,H-coron (~1 hr); H-coron-pol,233.0175,-38.6225555555556,b'HD 138204',15 32 04.1091,-38 37 21.148,55.3238,,pc,-0.1451,0.1451,paral,2018yCat.1345....0G,,,,,,,,,5.769000053405762,0,,,,b'',,,A3III
408,HIP76084 ,15:32:20.2 ,-31:08:33.7 ,H-coron (~1 hr),233.084166666667,-31.1426944444444,b'HD 138296',15 32 20.1067,-31 08 33.832,97.0167,,pc,-1.7554,1.7554,paral,2018yCat.1345....0G,,,,,,,,,7.561999797821045,7057,,,,b'SUN',,2011A&A...530A.138C,F2V
409,CD-51 9202 ,15:32:36.7 ,-52:21:20.7 ,H-coron (~1 hr),233.15291666666698,-52.35575,b'CD-51  9202',15 32 36.5227,-52 21 20.769,36.6713,,pc,-0.0578,0.0578,paral,2018yCat.1345....0G,,,,,,,,,7.790999889373779,4004,4.820000171661377,,,b'SUN',,2014MNRAS.442..220F,M0
410,HIP 76276 ,15:34:48.1 ,10:32:19.9 ,H-coron (~1 hr),233.700416666667,10.5388611111111,b'* del Ser',15 34 48.0627,+10 32 19.924,,,,,,,,,,,,,,,,,7194,3.200000047683716,,,b'',,2008AJ....135..209M,F0
411,HIP 76310 ,15:35:16 ,-25:44:03 ,H-coron (~1 hr); H-coron-pol,233.81666666666698,-25.7341666666667,b'HD 138813',15 35 16.0822,-25 44 02.991,137.4155,,pc,-1.0744,1.0744,paral,2018yCat.1345....0G,,,,,,,,,7.179999828338623,0,,,,b'',,,A0V
412,V343 Nor ,15:38:57.5 ,-57:42:27.3 ,H-coron (~1 hr),234.739583333333,-57.707583333333304,b'HD 139084',15 38 57.4490,-57 42 27.297,40.1059,,pc,-0.1031,0.1031,paral,2018yCat.1345....0G,,,,,,,,7.105999946594238,5.99399995803833,5002,4.380000114440918,,,b'',,2003AJ....125.1598L,K0V
413,HIP76633 ,15:39:00.1 ,-19:43:57.0 ,H-coron (~1 hr),234.75041666666698,-19.7325,b'HD 139486',15 39 00.0381,-19 43 57.203,161.47,,pc,-1.5279,1.5279,paral,2018yCat.1345....0G,,,,,,,,,7.488999843597412,0,,,,b'',,,B9V
414,g Lup ,15:41:11.4 ,-44:39:40.3 ,H-coron (~1 hr); H-coron-pol,235.2975,-44.6611944444444,b'* g Lup',15 41 11.0995,-44 39 40.342,17.3923,,pc,-0.0793,0.0793,paral,2018yCat.1345....0G,877000.0,,km,,,,2007ApJ...660.1556R,,3.7320001125335693,6649,4.139999866485596,,,b'',,2003AJ....125.1598L,F3/5V
415,HIP76875 ,15:41:53.2 ,-34:53:19.6 ,H-coron (~1 hr),235.47166666666698,-34.888777777777804,b'HD 139883',15 41 53.1874,-34 53 19.903,111.026,,pc,-0.6435,0.6435,paral,2018yCat.1345....0G,,,,,,,,,7.4710001945495605,6834,,,,b'SUN',,2011A&A...530A.138C,F2V
416,HIP 77310 ,15:47:00.2 ,-62:47:47.6 ,H-coron (~1 hr),236.75083333333302,-62.7965555555556,b'HD 140408',15 47 00.4287,-62 47 47.586,37.2202,,pc,-0.064,0.064,paral,2018yCat.1345....0G,,,,,,,,,5.78000020980835,6255,4.28000020980835,,,b'',,2003AJ....125.1598L,F6V
417,HIP77317 ,15:47:06.2 ,-35:31:04.7 ,H-coron (~1 hr); H-coron-pol,236.77583333333303,-35.517972222222205,b'HD 140840',15 47 06.1399,-35 31 04.938,148.1657,,pc,-1.102,1.102,paral,2018yCat.1345....0G,,,,,,,,,7.406000137329102,0,,,,b'',,,B9/A0V
418,HIP77432 ,15:48:24.8 ,-42:37:04.7 ,H-coron (~1 hr); H-coron-pol,237.103333333333,-42.61797222222221,b'HD 141011',15 48 24.7492,-42 37 05.008,128.6091,,pc,-0.8039,0.8039,paral,2018yCat.1345....0G,,,,,,,,,7.939000129699707,0,,,,b'',,,F5V
419,HIP 77464 ,15:48:56.8 ,-03:49:06.7 ,H-coron (~1 hr); H-coron-pol,237.236666666667,-3.8185277777777795,b'HD 141378',15 48 56.7618,-03 49 06.639,53.5467,,pc,-0.3561,0.3561,paral,2018yCat.1345....0G,,,,,,,,,5.267000198364258,8414,,,,b'SUN',,2012A&A...537A.120Z,A5IV-V
420,HIP77520 ,15:49:39.7 ,-38:46:38.7 ,H-coron (~1 hr),237.41541666666697,-38.7774166666667,b'HD 141254',15 49 39.6068,-38 46 38.911,152.8328,,pc,-1.0091,1.0091,paral,2018yCat.1345....0G,,,,,,,,,8.130999565124512,6391,,,,b'SUN',,2011A&A...530A.138C,F3V
421,HIP 77541 ,15:49:57.5 ,-48:54:44.7 ,H-coron (~1 hr),237.489583333333,-48.9124166666667,b'HD 141194',15 49 57.4525,-48 54 44.644,80.143,,pc,-2.0264,2.0264,paral,2018yCat.1345....0G,,,,,,,,,5.644999980926514,0,,,,b'',,,A1V
422,HD 141569 ,15:49:57.8 ,-03:55:16.2 ,H-coron (~1 hr); H-coron-pol,237.49083333333303,-3.92116666666667,b'HD 141569',15 49 57.7278,-03 55 16.344,110.6268,,pc,-0.5446,0.5446,paral,2018yCat.1345....0G,1040000.0,,km,,,,2007ApJ...660.1556R,7.039999961853027,6.861000061035156,10040,4.099999904632568,0.029999999329447746,,b'SUN',,1997MNRAS.286..604D,A2V(e)kB9mB9_lB
423,HIP77545 ,15:49:59.8 ,-25:09:03.4 ,H-coron (~1 hr),237.49916666666698,-25.1509444444444,b'HD 141441',15 49 59.7698,-25 09 03.555,150.9092,,pc,-1.2822,1.2822,paral,2018yCat.1345....0G,,,,,,,,,7.995999813079834,0,,,,b'',,,A2/3V
424,HIP 77622 ,15:50:49.0 ,04:28:39.8 ,H-coron (~1 hr),237.704166666667,4.477722222222219,b'* eps Ser',15 50 49.1162,+04 28 39.831,20.7975,,pc,-0.2449,0.2449,paral,2018yCat.1345....0G,,,,,,,,,3.440000057220459,8317,4.239999771118164,0.3799999952316284,,b'SUN',,2003A&A...398.1121E,kA2hA5mA7V
425,NZ Lup ,15:53:27.3 ,-42:16:00.7 ,H-coron (~1 hr); H-coron-pol,238.36375,-42.266861111111105,b'V* NZ Lup',15 53 27.2235,-42 16 00.711,60.3442,,pc,-0.1846,0.1846,paral,2018yCat.1345....0G,,,,,,,,7.2129998207092285,6.413000106811523,5963,,,,b'SUN',,2011A&A...530A.138C,G2
426,HIP77911 ,15:54:41.6 ,-22:45:58.3 ,H-coron (~1 hr); H-coron-pol,238.673333333333,-22.766194444444398,b'HD 142315',15 54 41.5787,-22 45 58.512,145.3425,,pc,-1.1111,1.1111,paral,2018yCat.1345....0G,,,,,,,,,6.668000221252441,0,,,,b'',,,B9V
427,HIP78043 ,15:56:05.6 ,-36:53:34.1 ,H-coron (~1 hr); H-coron-pol,239.02333333333303,-36.892805555555604,b'HD 142446',15 56 05.6005,-36 53 34.339,137.5497,,pc,-0.8684,0.8684,paral,2018yCat.1345....0G,,,,,,,,,7.973999977111816,0,,,,b'',,,F3V
428,HIP 78045 ,15:56:06.0 ,-60:28:56.3 ,H-coron (~1 hr); H-coron-pol,239.025,-60.4823055555556,b'HD 142139',15 56 05.8194,-60 28 56.941,69.7632,,pc,-0.3699,0.3699,paral,2018yCat.1345....0G,,,,,,,,,5.658999919891357,0,,,,b'',,,A1IV/V
429,HIP78099 ,15:56:47.9 ,-23:11:02.5 ,H-coron (~1 hr),239.199583333333,-23.1840277777778,b'HD 142705',15 56 47.8387,-23 11 02.668,144.3251,,pc,-1.5851,1.5851,paral,2018yCat.1345....0G,,,,,,,,,7.2779998779296875,0,,,,b'',,,A0V
430,HD 142415 ,15:57:40.8 ,-60:12:01.0 ,H-coron (~1 hr),239.42,-60.2002777777778,b'HD 142415',15 57 40.5270,-60 12 00.922,35.5683,,pc,-0.0414,0.0414,paral,2018yCat.1345....0G,,,,,,,,,5.989999771118164,5905,4.409999847412109,,,b'',,2003AJ....125.1598L,G1V
431,HIP78196 ,15:57:59.4 ,-31:43:43.9 ,H-coron (~1 hr),239.4975,-31.7288611111111,b'HD 142851',15 57 59.3254,-31 43 44.140,144.0528,,pc,-1.2368,1.2368,paral,2018yCat.1345....0G,,,,,,,,,7.119999885559082,0,,,,b'',,,A0V
432,HIP78207 ,15:58:11.4 ,-14:16:45.5 ,H-coron (~1 hr); H-coron-pol,239.5475,-14.279305555555599,b'*  48 Lib',15 58 11.3537,-14 16 45.689,133.0265,,pc,-4.4859,4.4859,paral,2018yCat.1345....0G,,,,,,,,4.960000038146973,4.828999996185303,21380,4.099999904632568,,,b'SUN',,2001A&A...378..861C,B8Ia/Iab
433,HIP 78343 ,15:59:47.7 ,-35:50:43.0 ,H-coron (~1 hr),239.94875,-35.845277777777795,b'HD 143098',15 59 47.9060,-35 50 43.563,32.9694,,pc,-0.0534,0.0534,paral,2018yCat.1345....0G,,,,,,,,,6.15500020980835,5601,4.5,,,b'',,2003AJ....125.1598L,G5V
434,HIP 78553 ,16:02:16.1 ,-73:30:54.8 ,H-coron (~1 hr),240.56708333333302,-73.5152222222222,b'HD 142678',16 02 15.9748,-73 30 55.472,69.254,,pc,-0.2211,0.2211,paral,2018yCat.1345....0G,,,,,,,,,6.145999908447266,0,,,,b'',,,A6III
435,HIP78555 ,16:02:18.5 ,-35:16:11.5 ,H-coron (~1 hr),240.577083333333,-35.269861111111105,b'HD 143538',16 02 18.5027,-35 16 11.759,130.249,,pc,-0.9415,0.9415,paral,2018yCat.1345....0G,,,,,,,,,7.815999984741211,7041,,,,b'SUN',,2006A&A...450..735M,F0V
436,HIP78641 ,16:03:13.6 ,-35:17:14.7 ,H-coron (~1 hr); H-coron-pol,240.80666666666698,-35.2874166666667,b'HD 143675',16 03 13.5117,-35 17 14.930,139.2002,,pc,-1.0677,1.0677,paral,2018yCat.1345....0G,,,,,,,,,7.6529998779296875,0,,,,b'',,,A5IV/V
437,HIP78663 ,16:03:33.4 ,-30:08:13.2 ,H-coron (~1 hr),240.889166666667,-30.136999999999997,b'HD 143811',16 03 33.4049,-30 08 13.379,137.1422,,pc,-0.82,0.82,paral,2018yCat.1345....0G,,,,,,,,,7.783999919891357,0,,,,b'',,,F5V
438,TYC 945-806-1,16:06:10.3 ,08:35:44.4 ,H-coron (~1 hr),241.542916666667,8.59566666666667,b'HD 144565',16 06 10.2084,+08 35 44.573,65.7968,,pc,-0.1948,0.1948,paral,2018yCat.1345....0G,,,,,,,,,7.052000045776367,0,,,,b'',,,G0
439,HIP78996 ,16:07:29.9 ,-23:57:02.2 ,H-coron (~1 hr); H-coron-pol,241.87458333333302,-23.9506111111111,b'HD 144587',16 07 29.9116,-23 57 02.451,144.0154,,pc,-1.6426,1.6426,paral,2018yCat.1345....0G,,,,,,,,,7.361000061035156,6989,,,,b'SUN',,2006A&A...450..735M,A9V
440,HD 145229 ,16:09:26.6 ,11:34:28.1 ,H-coron (~1 hr),242.360833333333,11.5744722222222,b'HD 145229',16 09 26.5084,+11 34 28.047,33.7419,,pc,-0.0466,0.0466,paral,2018yCat.1345....0G,,,,,,,,,6.056000232696533,5940,,,,b'SUN',,2011A&A...530A.138C,G0
441,HIP 79203 ,16:09:55.3 ,-18:20:26.2 ,H-coron (~1 hr),242.480416666667,-18.3406111111111,b'HD 145100',16 09 55.1880,-18 20 26.271,48.6905,,pc,-0.3314,0.3314,paral,2018yCat.1345....0G,,,,,,,,,5.441999912261963,6667,,,,b'SUN',,2011A&A...530A.138C,F3V
442,HIP79288 ,16:10:55.1 ,-25:31:21.4 ,H-coron (~1 hr); H-coron-pol,242.729583333333,-25.522611111111104,b'HD 145263',16 10 55.0899,-25 31 21.668,142.3143,,pc,-1.3934,1.3934,paral,2018yCat.1345....0G,,,,,,,,,7.948999881744385,0,,,,b'',,,F0V
443,HIP79410 ,16:12:21.8 ,-19:34:44.4 ,H-coron (~1 hr); H-coron-pol,243.09083333333302,-19.579,b'HD 145554',16 12 21.8216,-19 34 44.570,136.8345,,pc,-1.3612,1.3612,paral,2018yCat.1345....0G,,,,,,,,,7.171000003814697,0,,,,b'',,,B9V
444,HIP79516 ,16:13:34.4 ,-45:49:03.4 ,H-coron (~1 hr); H-coron-pol,243.393333333333,-45.8176111111111,b'HD 145560',16 13 34.3002,-45 49 03.690,120.434,,pc,-0.9587,0.9587,paral,2018yCat.1345....0G,,,,,,,,,7.85099983215332,0,,,,b'',,,F5V
445,HIP79599 ,16:14:28.9 ,-21:06:27.2 ,H-coron (~1 hr); H-coron-pol,243.62041666666698,-21.1075555555556,b'HD 145964',16 14 28.8612,-21 06 27.490,112.1831,,pc,-2.4579,2.4579,paral,2018yCat.1345....0G,,,,,,,,,6.39300012588501,10715,,,,b'SUN',,2012A&A...537A.120Z,B9V
446,HIP 79730 ,16:16:19.6 ,-01:38:53.3 ,H-coron (~1 hr),244.081666666667,-1.64813888888889,b'HD 146433',16 16 19.4593,-01 38 53.272,44.6666,,pc,-0.0926,0.0926,paral,2018yCat.1345....0G,,,,,,,,,5.985000133514404,6320,,,,b'SUN',,2011A&A...530A.138C,G8/K0IV
447,HIP79742 ,16:16:28.4 ,-38:44:12.1 ,H-coron (~1 hr); H-coron-pol,244.11833333333303,-38.736694444444396,b'HD 146181',16 16 28.3434,-38 44 12.356,124.9719,,pc,-0.6716,0.6716,paral,2018yCat.1345....0G,,,,,,,,,8.060999870300293,0,,,,b'',,,F6V
448,HIP 79797 ,16:17:05.5 ,-67:56:28.0 ,H-coron (~1 hr); H-coron-pol,244.272916666667,-67.9411111111111,b'HD 145689',16 17 05.2675,-67 56 28.624,55.5534,,pc,-0.1799,0.1799,paral,2018yCat.1345....0G,,,,,,,,,5.684000015258789,0,,,,b'',,,A3V
449,HIP 79881 ,16:18:17.9 ,-28:36:50.5 ,H-coron (~1 hr); H-coron-pol,244.574583333333,-28.6140277777778,b'* d Sco',16 18 17.8587,-28 36 50.476,43.4749,,pc,-0.6175,0.6175,paral,2018yCat.1345....0G,,,,,,,,,4.939000129699707,9509,4.5,0.009999999776482582,,b'SUN',,1989A&A...225..125L,A1Va
450,HD 146610 ,16:18:38.5 ,-38:39:11.8 ,H-coron (~1 hr),244.66041666666698,-38.653277777777795,b'HD 146610',16 18 38.5242,-38 39 11.806,96.9265,,pc,-0.5393,0.5393,paral,2018yCat.1345....0G,,,,,,,,,7.769000053405762,0,,,,b'',,,G0V
451,HIP 79958 ,16:19:15.9 ,-55:30:17.0 ,H-coron (~1 hr),244.81625,-55.504722222222206,b'HD 146464',16 19 15.8650,-55 30 17.044,28.1132,,pc,-0.0289,0.0289,paral,2018yCat.1345....0G,,,,,,,,8.234999656677246,6.734000205993652,4607,4.75,,,b'',,2003AJ....125.1598L,K3Ve
452,HIP79977 ,16:19:29.3 ,-21:24:13.0 ,H-coron (~1 hr); H-coron-pol,244.87208333333302,-21.4036111111111,b'HD 146897',16 19 29.2271,-21 24 13.271,131.4994,,pc,-0.9251,0.9251,paral,2018yCat.1345....0G,,,,,,,,,7.854000091552734,6500,4.0,,,b'',,2015MNRAS.454.2606R,F2/3V
453,HIP 80065 ,16:20:32.5 ,-45:48:35.0 ,H-coron (~1 hr),245.135416666667,-45.809722222222206,b'HD 146884',16 20 32.4776,-45 48 35.135,50.0879,,pc,-0.3981,0.3981,paral,2018yCat.1345....0G,,,,,,,,,6.885000228881836,5497,,,,b'SUN',,2011A&A...530A.138C,G7V
454,HIP80088 ,16:20:50.2 ,-22:35:38.6 ,H-coron (~1 hr); H-coron-pol,245.209166666667,-22.594055555555602,b'HD 147137',16 20 50.2180,-22 35 38.790,143.9222,,pc,-1.1434,1.1434,paral,2018yCat.1345....0G,,,,,,,,,7.9039998054504395,7205,,,,b'SUN',,2006A&A...450..735M,A9V
455,HIP 80170 ,16:21:55.2 ,19:09:10.9 ,H-coron (~1 hr),245.48,19.1530277777778,b'* gam Her',16 21 55.1558,+19 09 11.261,54.2264,,pc,-0.8866,0.8866,paral,2018yCat.1345....0G,,,,,,,,3.3299999237060547,3.119999885559082,7143,2.7799999713897705,0.07000000029802322,,b'SUN',,2014ApJ...791...58A,A9IIIbn
456,HIP80324 ,16:23:56.7 ,-33:11:57.6 ,H-coron (~1 hr),245.98625,-33.1993333333333,b'HD 147553',16 23 56.6936,-33 11 57.830,,,,,,,,,,,,,,,,,0,,,,b'',,,B9.5V(n)+A1V(n)
457,HD 147513 ,16:24:01.3 ,-39:11:35.0 ,H-coron (~1 hr),246.00541666666697,-39.1930555555556,b'HD 147513',16 24 01.4022,-39 11 34.734,12.908,,pc,-0.0231,0.0231,paral,2018yCat.1345....0G,,,,,,,,,4.010000228881836,5831,4.46999979019165,,,b'',,2003AJ....125.1598L,G5V
458,TYC 959-989-1,16:26:48.9 ,08:23:26.0 ,H-coron (~1 hr),246.70375,8.390555555555549,b'HD 148299',16 26 48.7567,+08 23 26.183,65.436,,pc,-0.1512,0.1512,paral,2018yCat.1345....0G,,,,,,,,,7.5920000076293945,0,,,,b'',,,G5
459,HIP80591 ,16:27:14.6 ,-39:49:21.7 ,H-coron (~1 hr),246.81083333333302,-39.8226944444445,b'HD 148055',16 27 14.5667,-39 49 21.984,146.6018,,pc,-1.1584,1.1584,paral,2018yCat.1345....0G,,,,,,,,,7.855999946594238,0,,,,b'',,,A5V
460,TYC 5626-979-1,16:27:29.0 ,-08:34:19.2 ,H-coron (~1 hr),246.87083333333302,-8.572000000000001,b'HD 148300',16 27 28.8139,-08 34 19.161,40.6843,,pc,-0.074,0.074,paral,2018yCat.1345....0G,,,,,,,,,7.033999919891357,5531,4.809999942779541,,,b'SUN',,2014MNRAS.442..220F,K0V
461,HIP 80686 ,16:28:28.1 ,-70:05:03.8 ,H-coron (~1 hr),247.11708333333303,-70.08438888888891,b'* zet TrA',16 28 28.8302,-70 05 03.822,12.1768,,pc,-0.0254,0.0254,paral,2018yCat.1345....0G,,,,,,,,,3.6500000953674316,6107,4.440000057220459,,,b'',,2003AJ....125.1598L,F9V
462,HIP 81068 ,16:33:30.1 ,17:49:43.2 ,H-coron (~1 hr),248.37541666666698,17.8286666666667,b'HD 149346',16 33 30.0871,+17 49 43.163,85.0702,,pc,-0.2844,0.2844,paral,2018yCat.1345....0G,,,,,,,,,7.247000217437744,6679,,,,b'SUN',,2006A&A...450..735M,F5
463,HIP 81425 ,16:37:48.0 ,13:41:13.9 ,H-coron (~1 hr),249.45,13.687194444444401,b'HD 150012',16 37 47.9704,+13 41 13.319,62.588,,pc,-0.1387,0.1387,paral,2018yCat.1345....0G,,,,,,,,,5.330999851226807,6684,,,,b'SUN',,2011A&A...530A.138C,F5IV-V
464,HIP 81592 ,16:39:47.0 ,-51:59:39.0 ,H-coron (~1 hr),249.945833333333,-51.9941666666667,b'HD 149813',16 39 47.1618,-51 59 39.169,31.428,,pc,-0.0441,0.0441,paral,2018yCat.1345....0G,,,,,,,,,6.119999885559082,5783,4.550000190734863,,,b'SUN',,2014MNRAS.442..220F,G3V
465,HD 150554 ,16:40:56.5 ,21:56:53.3 ,H-coron (~1 hr),250.235416666667,21.9481388888889,b'HD 150554',16 40 56.3226,+21 56 53.322,47.2608,,pc,-0.071,0.071,paral,2018yCat.1345....0G,,,,,,,,,6.423999786376953,6055,,,,b'SUN',,2011A&A...530A.138C,F8
466,HIP 82303 ,16:48:59.8 ,-08:55:47.7 ,H-coron (~1 hr),252.24916666666698,-8.92991666666667,b'HD 151632',16 48 59.7562,-08 55 47.980,61.5544,,pc,-0.197,0.197,paral,2018yCat.1345....0G,,,,,,,,,6.789999961853027,6314,,,,b'SUN',,2011A&A...530A.138C,F5/6V
467,HD 151798 ,16:50:05.2 ,-12:23:14.8 ,H-coron (~1 hr),252.521666666667,-12.387444444444402,b'HD 151798',16 50 05.0767,-12 23 14.858,42.8883,,pc,-0.0852,0.0852,paral,2018yCat.1345....0G,,,,,,,,,6.598999977111816,5917,,,,b'SUN',,2011A&A...530A.138C,G3V
468,HIP82397 ,16:50:10.7 ,-26:44:32.9 ,H-coron (~1 hr); H-coron-pol,252.544583333333,-26.7424722222222,b'HD 151721',16 50 10.6963,-26 44 33.160,129.2725,,pc,-0.996,0.996,paral,2018yCat.1345....0G,,,,,,,,,7.317999839782715,0,,,,b'',,,A3V
469,HIP82534 ,16:52:13.3 ,-26:55:10.6 ,H-coron (~1 hr),253.05541666666699,-26.919611111111102,b'HD 152057',16 52 13.2970,-26 55 10.819,142.1828,,pc,-1.1907,1.1907,paral,2018yCat.1345....0G,,,,,,,,,7.429999828338623,6844,,,,b'SUN',,2006A&A...450..735M,F0V
470,HD 152555 ,16:54:08.1 ,-04:20:24.7 ,H-coron (~1 hr),253.53375,-4.34019444444444,b'HD 152555',16 54 08.0988,-04 20 24.660,45.3159,,pc,-0.0877,0.0877,paral,2018yCat.1345....0G,,,,,,,,,6.480000019073486,5967,4.460000038146973,0.05000000074505806,,b'SUN',,2005ApJS..159..141V,F8/G0V
471,HIP 82747 ,16:54:45 ,-36:53:19 ,H-coron (~1 hr); H-coron-pol,253.6875,-36.8886111111111,b'V* AK Sco',16 54 44.8375,-36 53 18.560,140.5956,,pc,-1.2275,1.2275,paral,2018yCat.1345....0G,,,,,,,,,7.059999942779541,0,,,,b'',,,F5V
472,HIP 83187 ,17:00:06.2 ,-54:35:49.2 ,H-coron (~1 hr); H-coron-pol,255.02583333333303,-54.597,b'HD 153053',17 00 06.2634,-54 35 49.838,53.2501,,pc,-0.3624,0.3624,paral,2018yCat.1345....0G,,,,,,,,,5.25600004196167,0,,,,b'',,,A5IV/V
473,TYC 410-2888-1,17:06:56.7 ,06:47:48.1 ,H-coron (~1 hr),256.73625,6.796694444444441,b'AG+06 2002',17 06 56.7532,+06 47 48.278,44.5879,,pc,-0.0698,0.0698,paral,2018yCat.1345....0G,,,,,,,,,7.4670000076293945,0,,,,b'',,,K2V
474,HD 154734 ,17:06:57.5 ,06:48:02.9 ,H-coron (~1 hr),256.73958333333303,6.800805555555559,b'HD 154734',17 06 57.4758,+06 48 02.983,44.5853,,pc,-0.0664,0.0664,paral,2018yCat.1345....0G,,,,,,,,,7.51200008392334,0,,,,b'',,,K3V
475,HIP 83962 ,17:09:48.0 ,-10:31:23.9 ,H-coron (~1 hr),257.45,-10.5233055555556,b'HD 155078',17 09 48.0147,-10 31 23.885,41.5996,,pc,-0.2469,0.2469,paral,2018yCat.1345....0G,,,,,,,,,4.579999923706055,6519,,,,b'SUN',,2011A&A...530A.138C,F5IV/V
476,HIP 84121 ,17:11:51.2 ,-45:52:27.6 ,H-coron (~1 hr),257.963333333333,-45.874333333333304,b'HD 155114',17 11 51.1394,-45 52 27.650,32.4799,,pc,-0.0491,0.0491,paral,2018yCat.1345....0G,,,,,,,,,6.064000129699707,5794,4.46999979019165,,,b'',,2003AJ....125.1598L,G3V
477,HIP 84150 ,17:12:16.2 ,-39:30:24.4 ,H-coron (~1 hr),258.0675,-39.5067777777778,b'HD 155259',17 12 16.1835,-39 30 25.014,65.1275,,pc,-0.73,0.73,paral,2018yCat.1345....0G,,,,,,,,,5.572999954223633,0,,,,b'',,,A0/1V
478,TYC 8739-1303-2,17:12:58.9 ,-58:35:47.0 ,H-coron (~1 hr),258.245416666667,-58.5963888888889,b'HD 155099B',17 12 58.7644,-58 35 46.711,63.2563,,pc,-0.7042,0.7042,paral,2018yCat.1345....0G,,,,,,,,,,0,,,,b'',,,G6V
479,HIP 84397 ,17:15:17.3 ,-07:12:06.0 ,H-coron (~1 hr),258.822083333333,-7.20166666666667,b'HD 155990',17 15 17.2313,-07 12 06.488,62.2158,,pc,-0.2249,0.2249,paral,2018yCat.1345....0G,,,,,,,,,6.795000076293945,6185,,,,b'SUN',,2011A&A...530A.138C,F6/7V
480,HIP 84586 ,17:17:25.5 ,-66:57:03.7 ,H-coron (~1 hr),259.35625,-66.9510277777778,b'HD 155555',17 17 25.4415,-66 57 03.732,30.5063,,pc,-0.0248,0.0248,paral,2018yCat.1345....0G,1040000.0,,km,,V,,2009A&ARv..17..251S,6.389999866485596,4.9070000648498535,5140,3.950000047683716,,,b'',,2003AJ....125.1598L,K1Vp
481,HIP 84881 ,17:20:51 ,-45:25:15 ,H-coron (~1 hr); H-coron-pol,260.2125,-45.4208333333333,b'HD 156623',17 20 50.5931,-45 25 14.996,111.7518,,pc,-0.9604,0.9604,paral,2018yCat.1345....0G,,,,,,,,,7.109000205993652,0,,,,b'',,,A0V
482,HIP 85038 ,17:22:47.9 ,-58:28:23.7 ,H-coron (~1 hr),260.699583333333,-58.47325,b'HD 156751',17 22 47.7674,-58 28 23.678,68.2477,,pc,-0.2068,0.2068,paral,2018yCat.1345....0G,,,,,,,,,6.300000190734863,0,,,,b'',,,A7II/III
